"Station Name","Province","Latitude","Longitude","Elevation","Climate ID","WMO Identifier","TC Identifier","First Year","Last Year","HLY First Year","HLY Last Year","DLY First Year","DLY Last Year","MLY First Year","MLY Last Year"
"OTTAWA HAZELDEAN","ONTARIO","45.32","-75.90","106.70","6105993","","","1969","1969","","","1969","1969","1969","1969"
"OTTAWA HOGS BACK","ONTARIO","45.37","-75.68","79.20","6105995","","","1953","1954","","","1953","1954","1953","1954"
"OTTAWA INTL A","ONTARIO","45.32","-75.67","114.90","6106001","71628","YOW","2011","2022","2011","2022","2011","2022","",""
"OTTAWA KANATA","ONTARIO","45.33","-75.92","100.60","6106003","","","1969","1969","","","1969","1969","1969","1969"
"OTTAWA LA SALLE ACAD","ONTARIO","45.43","-75.70","61.00","6106014","","","1954","1967","","","1954","1967","1954","1967"
"OTTAWA LEMIEUX ISLAND","ONTARIO","45.42","-75.73","61.00","6106052","","","1953","1979","","","1953","1979","1953","1979"
"OTTAWA MACDONALD-CARTIER INT'L A","ONTARIO","45.32","-75.67","114.00","6106000","71628","YOW","1938","2011","1953","2011","1938","2011","1938","2011"
"OTTAWA NEPEAN","ONTARIO","45.38","-75.75","83.80","6106080","","","1960","1962","","","1960","1962","1960","1961"
"OTTAWA NRC","ONTARIO","45.45","-75.62","97.50","6106090","","","1951","1984","","","1951","1984","1952","1984"
"OTTAWA RIDEAU WARD","ONTARIO","45.40","-75.63","71.30","6106098","","","1972","1975","","","1972","1975","1972","1975"
"OTTAWA ROCKCLIFFE A","ONTARIO","45.45","-75.63","54.30","6106100","","","1942","1964","1953","1964","1942","1964","1942","1964"
"OTTAWA SOUTH MARCH","ONTARIO","45.35","-75.93","86.90","6106102","","","1969","1969","","","1969","1969","1969","1969"
"OTTAWA U OF O","ONTARIO","45.42","-75.68","65.50","6106105","","","1954","1955","","","1954","1955","1954","1955"
"OTTER FALLS NCPC","YUKON TERRITORY","61.03","-137.05","829.70","2100840","","","1980","2022","","","1980","2022","1980","2007"
"OTTER LAKE","QUEBEC","45.85","-76.43","213.40","7035760","","","1948","2004","","","1948","2004","1948","2004"
"OTTER LAKES LO","ALBERTA","56.70","-115.77","731.50","3074940","","","1962","2011","","","1962","2011","1962","2007"
"OTTER RAPIDS","SASKATCHEWAN","55.65","-104.73","358.00","4065710","","","1964","2001","","","1964","2001","1964","1964"
"OTTERBURNE","MANITOBA","49.50","-97.05","238.40","5022056","","","1961","1969","","","1961","1969","1961","1969"
"OUIMET","QUEBEC","48.32","-68.20","305.00","7055770","","","1963","1993","","","1963","1993","1963","1993"
"OUNGRE","SASKATCHEWAN","49.15","-103.75","604.00","4015716","","","1984","1994","","","1984","1994","1984","1994"
"OUTARDES 4","QUEBEC","49.70","-68.92","289.60","7045774","","","1965","1969","","","1965","1969","1965","1969"
"OUTLET","ONTARIO","44.48","-76.05","91.40","6106123","","","1969","1970","","","1969","1970","1969","1970"
"OUTLOOK","SASKATCHEWAN","51.48","-107.05","540.70","4055720","","","1915","1971","","","1915","1971","1915","1971"
"OUTLOOK 2","SASKATCHEWAN","51.62","-106.95","540.10","4055722","","","1961","1964","","","1961","1964","1961","1964"
"OUTLOOK PFRA","SASKATCHEWAN","51.48","-107.05","541.00","4055736","71551","WYE","1952","2022","1996","2022","1952","2022","1952","2007"
"OVERFLOWING RIVER","MANITOBA","53.15","-101.10","257.90","5042058","","","1984","1993","","","1984","1993","1984","1993"
"OVERTON","NOVA SCOTIA","43.83","-66.15","15.20","8204197","","","1972","1975","","","1972","1975","1972","1975"
"OWEN SOUND","ONTARIO","44.57","-80.92","182.00","6116128","","","1878","1962","","","1878","1962","1879","1962"
"OWEN SOUND MOE","ONTARIO","44.58","-80.93","178.90","6116132","","","1964","2007","","","1964","2007","1965","2006"
"OWENDALE","ALBERTA","49.13","-113.03","1249.70","3034950","","","1958","1963","","","1958","1963","1958","1962"
"OXALINE LAKE","ONTARIO","49.70","-87.57","331.30","6046164","","","1952","1956","","","1952","1956","1952","1956"
"OXBOW","SASKATCHEWAN","49.32","-102.12","576.00","4015800","","","1949","2022","","","1949","2022","1949","2007"
"OXFORD","NOVA SCOTIA","45.73","-63.87","12.80","8204200","","","1953","1979","","","1953","1979","1953","1979"
"OXFORD CENTRE","ONTARIO","43.10","-80.68","297.20","6146166","","","1961","1965","","","1961","1965","1961","1965"
"OXFORD HOUSE A","MANITOBA","54.77","-95.27","204.80","5062059","","","1985","1985","","","1985","1985","1985","1985"
"OYAMA","BRITISH COLUMBIA","50.11","-119.37","440.00","1125907","","","1965","1997","","","1965","1997","1965","1997"
"OYEN","ALBERTA","51.45","-110.48","777.20","3024960","","","1912","1959","","","1912","1959","1912","1959"
"OYEN AGDM","ALBERTA","51.38","-110.35","766.70","3024965","71342","XOY","2002","2022","2002","2022","2002","2022","2002","2007"
"OYEN AIRPORT","ALBERTA","51.33","-110.48","761.40","3024R60","","","1980","1981","","","1980","1981","1980","1981"
"OYEN CAPPON","ALBERTA","51.17","-110.52","792.50","3024961","","","1974","2013","","","1974","2013","1974","2007"
"OYEN CARA","ALBERTA","51.35","-110.47","769.60","3024962","","","1988","2014","","","1988","2014","1988","2007"
"OYSTER RIVER UBC","BRITISH COLUMBIA","49.88","-125.13","10.70","1025915","","","1967","2006","","","1967","2006","1967","2006"
"PA KING CITY","ONTARIO","43.96","-79.57","366.50","6156162","","L2D","2015","2018","2015","2018","2018","2018","",""
"PACHENA POINT","BRITISH COLUMBIA","48.72","-125.10","37.00","1035940","","","1924","2022","1953","1958","1924","2022","1924","2007"
"PACIFIC","BRITISH COLUMBIA","54.77","-128.27","121.90","1065945","","","1977","1982","","","1977","1982","1977","1982"
"PADDLE RIVER","ALBERTA","54.03","-114.75","655.30","3064964","","","1978","2006","","","1978","2006","1978","2006"
"PADDLE RIVER 764","ALBERTA","54.05","-114.67","660.00","3064966","","","1999","2007","","","1999","2007","2003","2005"
"PADDOCKWOOD EXP ST","SASKATCHEWAN","53.52","-105.53","485.20","4075840","","","1951","1957","","","1951","1957","1951","1957"
"PADLOPING ISLAND","NUNAVUT","67.03","-62.73","39.60","2403000","","","1941","1956","","","1941","1956","1942","1956"
"PAGWA","ONTARIO","50.05","-85.30","189.00","6076180","","","1918","1934","","","1918","1934","1918","1934"
"PAGWA A","ONTARIO","50.03","-85.27","189.00","6076200","","","1938","1964","","","1938","1964","1938","1964"
"PAINT MOUNTAIN TOWER","YUKON TERRITORY","60.83","-137.50","1386.80","2100850","","","1976","1976","","","1976","1976","1976","1976"
"PAISLEY","ONTARIO","44.27","-81.37","244.10","6126210","","","1961","1992","","","1961","1992","1961","1992"
"PAKAN","ALBERTA","54.00","-112.52","","3014975","","","1902","1912","","","1902","1912","1902","1912"
"PAKOWKI LAKE AGCM","ALBERTA","49.22","-111.13","915.00","3045000","71070","PPL","2007","2022","2008","2022","2007","2022","2007","2007"
"PALERMO","ONTARIO","43.42","-79.77","155.40","6156215","","","1962","1967","","","1962","1967","1962","1967"
"PALGRAVE","ONTARIO","43.95","-79.85","312.70","6156227","","","1956","1984","","","1956","1984","1956","1984"
"PALLANT CREEK","BRITISH COLUMBIA","53.05","-132.05","20.00","1055950","","","1980","1998","","","1980","1998","1980","1998"
"PALMAROLLE","QUEBEC","48.67","-79.17","275.80","7095785","","","1986","1988","","","1986","1988","1986","1988"
"PALMER","SASKATCHEWAN","49.87","-106.35","727.00","4025855","","","1962","1991","","","1962","1991","1962","1991"
"PAMBRUN CDA EPF","SASKATCHEWAN","50.00","-107.43","777.20","4025860","","","1956","1970","","","1956","1970","1956","1970"
"PANDORA EXP ST","ALBERTA","51.02","-111.73","762.00","3024980","","","1959","1961","","","1959","1961","1959","1961"
"PANGMAN","SASKATCHEWAN","49.65","-104.55","649.20","4015863","","","1990","1993","","","1990","1993","1990","1993"
"PANGNIRTUNG","NUNAVUT","66.14","-65.71","22.60","2403049","71826","WXP","1994","2022","1994","2022","1995","2022","1996","2007"
"PANGNIRTUNG 1925 CLIMATE","NUNAVUT","66.13","-65.73","15.20","2403050","","","1925","1983","","","1925","1983","1926","1983"
"PANGNIRTUNG A","NUNAVUT","66.15","-65.71","24.10","2403051","","YXP","2013","2022","2013","2022","","","",""
"PANGNIRTUNG A","NUNAVUT","66.15","-65.71","24.00","2403054","","YXP","2013","2022","2013","2022","2018","2022","",""
"PANGNIRTUNG A","NUNAVUT","66.15","-65.71","24.10","2403053","","YXP","1987","2014","1987","2013","1995","2014","1995","2007"
"PANGNIRTUNG AWOS","NUNAVUT","66.13","-65.70","24.10","2403052","","YXP","2008","2013","2008","2013","","","",""
"PANNY LO","ALBERTA","57.18","-114.62","691.90","3074983","","","1966","2011","","","1966","2011","1966","2007"
"PARADISE","NOVA SCOTIA","44.83","-65.23","45.70","8204300","","","1950","1997","","","1950","1997","1950","1997"
"PARADISE","NEWFOUNDLAND","47.53","-52.85","154.00","8402RB0","","","1991","1995","","","1991","1995","1991","1995"
"PARADISE","NEWFOUNDLAND","47.53","-52.83","136.00","8402R20","","","1989","1990","","","1989","1990","1989","1990"
"PARADISE RIVER","NEWFOUNDLAND","47.62","-54.43","125.00","8402RK0","","","1990","1991","","","1990","1991","1990","1991"
"PARADISE VALLEY","ALBERTA","53.12","-110.35","658.00","3014995","","","1961","2003","","","1961","2003","1961","2003"
"PARADISE VALLEY","BRITISH COLUMBIA","49.82","-123.15","30.50","1045960","","","1973","1975","","","1973","1975","1974","1975"
"PARADISE VALLEY WEST","ALBERTA","53.02","-110.43","655.30","3014996","","","1971","1982","","","1971","1982","1971","1982"
"PARC DE LA GASPESIE","QUEBEC","48.98","-66.37","208.20","7055790","","","1963","1965","","","1963","1965","1963","1965"
"PARC METIS","QUEBEC","48.63","-68.13","15.20","7055793","","","1971","1985","","","1971","1985","1971","1985"
"PARC NATIONAL DES PINGUALUIT","QUEBEC","61.31","-73.67","503.40","7115800","71976","MIN","2009","2022","2009","2022","2009","2022","",""
"PARENT","QUEBEC","47.88","-74.68","627.90","7075801","","","1960","1964","","","1960","1964","1960","1964"
"PARENT","QUEBEC","47.92","-74.62","444.70","7075800","71726","WPK","1943","2022","1953","2022","1943","2022","1943","1978"
"PARENT S","QUEBEC","47.92","-74.62","410.00","7075799","","","1982","2004","","","1982","2004","1982","2004"
"PARIS","ONTARIO","43.18","-80.45","266.70","6146240","","","1870","1967","","","1870","1967","1870","1967"
"PARKBEG","SASKATCHEWAN","50.47","-106.07","609.60","4015867","","","1981","2001","","","1981","2001","1981","2001"
"PARKE","QUEBEC","47.57","-69.52","281.90","7055808","","","1963","1982","","","1963","1982","1963","1982"
"PARKER RIDGE","NEW BRUNSWICK","46.48","-66.52","","8103825","","","1886","1896","","","1886","1896","1886","1896"
"PARKER RIDGE","ALBERTA","52.20","-117.13","2023.00","3054998","","","1978","2007","","","1978","2007","1978","2007"
"PARKER RIDGE","ALBERTA","52.20","-117.12","1981.20","3054997","","","1974","1976","","","1974","1976","1974","1975"
"PARKERVIEW","SASKATCHEWAN","51.40","-103.27","637.00","4015870","","","1979","2022","","","1979","2022","1979","2007"
"PARKERVIEW 2","SASKATCHEWAN","51.43","-103.40","649.00","4015875","","","1993","1995","","","1993","1995","1993","1995"
"PARKHILL","ONTARIO","43.17","-81.70","201.80","6146248","","","1958","1962","","","1958","1962","1958","1962"
"PARKIN","YUKON TERRITORY","66.23","-137.28","533.40","2100860","","","1971","1973","","","1971","1973","1971","1973"
"PARKINDALE","NEW BRUNSWICK","45.87","-65.07","152.70","8103828","","","1983","2019","","","1983","2019","1983","2006"
"PARKSIDE CDA EPF","SASKATCHEWAN","53.23","-106.58","514.50","4055880","","","1929","1974","","","1929","1974","1929","1974"
"PARKSVILLE","BRITISH COLUMBIA","49.30","-124.30","82.30","1025970","","","1915","1960","","","1915","1960","1915","1960"
"PARKSVILLE NORTHWEST","BRITISH COLUMBIA","49.33","-124.33","30.50","1025975","","","1961","1965","","","1961","1965","1961","1965"
"PARKSVILLE SOUTH","BRITISH COLUMBIA","49.33","-124.30","0.90","1025977","","","1967","1993","","","1967","1993","1967","1993"
"PARMA","ONTARIO","44.15","-76.93","","6156251","","","1895","1907","","","1895","1907","1895","1907"
"PARRSBORO","NOVA SCOTIA","45.40","-64.33","24.30","8204400","","","1897","2002","","","1897","2002","1897","2002"
"PARRSBORO","NOVA SCOTIA","45.41","-64.35","30.90","8204402","71493","APR","2004","2022","2004","2022","2004","2022","2004","2007"
"PARRY SOUND","ONTARIO","45.33","-80.00","193.50","6116254","","","1874","1976","","","1874","1976","1874","1976"
"PARRY SOUND","ONTARIO","45.35","-80.05","198.40","6116255","","","1979","1991","","","1979","1991","1979","1991"
"PARRY SOUND 2","ONTARIO","45.35","-80.03","210.00","6116256","","","1994","1996","","","1994","1996","1994","1996"
"PARRY SOUND CCG","ONTARIO","45.34","-80.04","176.30","6116257","71172","XPC","2002","2022","2002","2022","2002","2022","2003","2006"
"PARRY SOUND HARBOUR","ONTARIO","45.34","-80.03","214.00","6116262","","","2001","2013","","","2001","2013","2001","2006"
"PARRY SOUND MARTYR IS","ONTARIO","45.27","-80.25","179.80","6116258","","","1975","1996","","","1975","1996","1975","1996"
"PARRY SOUND ONT HYDRO","ONTARIO","0.00","0.00","0.00","6116260","","","1964","1968","","","1964","1968","1964","1968"
"PARSON COLUMBIA MINES","BRITISH COLUMBIA","50.95","-116.98","1722.10","1175982","","","1970","1973","","","1970","1973","1970","1973"
"PARSON LAKE TOWER","ALBERTA","59.88","-112.48","237.70","3074999","","","1968","1990","","","1968","1990","1968","1990"
"PASQUA","SASKATCHEWAN","50.33","-105.35","570.60","4015920","","","1954","1968","","","1954","1968","1954","1968"
"PASQUE","ALBERTA","50.10","-114.62","1767.80","3054R99","","","1998","2007","","","1998","2007","1998","2007"
"PASQUIA PROJECT","MANITOBA","53.72","-101.53","262.10","5052060","","","1956","2005","","","1956","2005","1956","2005"
"PASS CREEK LO","ALBERTA","54.23","-116.83","1135.40","3065000","","","1954","2011","","","1954","2011","1954","2007"
"PASSE DANGEREUSE DAM","QUEBEC","49.88","-71.27","457.20","7065840","","","1942","1961","","","1942","1961","1942","1961"
"PASSMORE","BRITISH COLUMBIA","49.54","-117.65","503.00","114Q3C9","","","1987","2004","","","1987","2004","1987","2004"
"PASWEGIN","SASKATCHEWAN","51.98","-103.92","532.80","4015960","","","1921","2003","","","1921","2003","1921","2003"
"PATERSON","BRITISH COLUMBIA","49.00","-117.82","673.00","1146000","","","1954","1963","","","1954","1963","1954","1963"
"PATRICIA","ALBERTA","50.67","-111.67","732.40","3025010","","","1921","1935","","","1921","1935","1921","1935"
"PATRICIA AGCM","ALBERTA","50.74","-111.62","726.00","3025013","","PPT","2012","2022","2012","2022","2018","2022","",""
"PAULATUK","NORTHWEST TERRITORIES","69.36","-124.08","6.30","2203058","71984","ZPK","1994","2022","1994","2022","1994","2022","2000","2007"
"PAULATUK A","NORTHWEST TERRITORIES","69.36","-124.08","4.60","2203056","","YPC","2015","2022","2015","2022","","","",""
"PAULATUK A","NORTHWEST TERRITORIES","69.36","-124.08","4.60","2203055","","YPC","2015","2022","2015","2022","2018","2022","",""
"PAULATUK A","NORTHWEST TERRITORIES","69.36","-124.08","4.60","2203057","","YPC","1985","2015","1987","2015","1985","2014","1985","2007"
"PAULSON","MANITOBA","51.13","-99.83","274.00","5042062","","","1945","1945","","","1945","1945","1945","1945"
"PAVILION","BRITISH COLUMBIA","50.87","-121.83","1066.80","1116060","","","1953","1955","","","1953","1955","1953","1955"
"PAVILION BLUE RIDGE","BRITISH COLUMBIA","50.88","-121.88","602.00","1116062","","","1987","1995","","","1987","1995","1987","1995"
"PAYNE RIVER","QUEBEC","60.10","-71.07","","7115880","","","1954","1958","","","1954","1958","1954","1958"
"PAYNTON","SASKATCHEWAN","53.02","-108.95","560.80","4045975","","","1970","1997","","","1970","1997","1970","1997"
"PAYS PLAT","ONTARIO","48.87","-87.60","185.30","6046281","","","1952","1965","","","1952","1965","1952","1965"
"PAYS PLAT FORESTRY","ONTARIO","48.88","-87.53","190.50","6046283","","","1944","1950","","","1944","1950","1944","1950"
"PEACE GARDENS","MANITOBA","49.00","-100.05","693.40","5022065","","","1961","2000","","","1961","2000","1961","2000"
"PEACE POINT TOWER","ALBERTA","59.20","-112.42","237.70","3075020","","","1968","1973","","","1968","1973","1968","1973"
"PEACE R SHAFTSBURY","ALBERTA","56.15","-117.43","344.40","3075055","","","1976","1978","","","1976","1978","1976","1978"
"PEACE RIVER","ALBERTA","56.25","-117.28","326.10","3075038","","","1962","1963","","","1962","1963","",""
"PEACE RIVER A","ALBERTA","56.23","-117.45","570.90","3075041","71068","YPE","2014","2022","2014","2022","2014","2022","",""
"PEACE RIVER A","ALBERTA","56.23","-117.45","570.90","3075040","71068","YPE","1944","2014","1955","2014","1944","2014","1944","2007"
"PEACE RIVER CKYL","ALBERTA","56.23","-117.28","336.50","3075045","","","1960","1960","","","1960","1960","",""
"PEACE RIVER CROSSING","ALBERTA","56.25","-117.25","373.40","3075047","","","1907","1935","","","1907","1935","1907","1935"
"PEACE RIVER FOREST HQ","ALBERTA","56.22","-117.27","372.50","3075048","","","1968","1969","","","1968","1969","1968","1969"
"PEACE RIVER WRB","ALBERTA","56.23","-117.28","317.00","3075050","","","1962","1966","","","1962","1966","1962","1966"
"PEACHLAND","BRITISH COLUMBIA","49.78","-119.71","351.00","1126071","","","1973","1981","","","1973","1981","1973","1981"
"PEACHLAND","BRITISH COLUMBIA","49.78","-119.72","345.00","1126070","","","1971","2022","","","1971","2022","1971","2007"
"PEACHLAND BRENDA MINES","BRITISH COLUMBIA","49.87","-120.00","1520.00","1126077","","","1968","1993","","","1968","1993","1968","1993"
"PEACHLAND GREATA RANCH","BRITISH COLUMBIA","49.70","-119.74","398.00","1126078","","","1994","2008","","","1994","2008","1994","2007"
"PEACHLAND MINOS ROCK","BRITISH COLUMBIA","49.77","-119.75","609.90","1126079","","","1982","1982","","","1982","1982","1982","1982"
"PEACHLAND TREPANIER CR","BRITISH COLUMBIA","49.78","-119.83","548.60","1126080","","","1924","1943","","","1924","1943","1924","1943"
"PEARCE POINT","NORTHWEST TERRITORIES","69.82","-122.70","48.80","2203080","","","1959","1963","","","1959","1963","1959","1963"
"PEAVINE","ALBERTA","54.07","-114.92","694.60","3065080","","","1944","1969","","","1944","1969","1944","1969"
"PEAWANUCK (AUT)","ONTARIO","54.98","-85.43","52.70","6016295","71434","WWN","1994","2022","1994","2022","1994","2022","2003","2006"
"PEAWANUCK A","ONTARIO","54.99","-85.44","52.70","6016298","","YPO","2014","2022","2014","2022","2018","2022","",""
"PECTEN","ALBERTA","49.30","-114.03","1432.60","3055090","","","1979","1979","","","1979","1979","1979","1979"
"PEERLESS LAKE","ALBERTA","56.63","-114.60","694.90","3075100","","","1974","1975","","","1974","1975","1974","1975"
"PEFFERLAW","ONTARIO","44.32","-79.22","228.60","6116308","","","1948","1959","","","1948","1959","1948","1959"
"PEFFERLAW","ONTARIO","44.33","-79.22","219.50","6116309","","","1971","1972","","","1971","1972","1971","1972"
"PEKISKO","ALBERTA","50.37","-114.42","1439.00","3055120","","","1905","1992","","","1905","1992","1905","1992"
"PEKISKO","ALBERTA","50.37","-114.42","1415.00","3055119","71669","NPK","1998","2022","2005","2022","1998","2022","1998","2007"
"PELEE ISLAND","ONTARIO","41.75","-82.68","175.30","6136335","","","1888","1987","","","1888","1987","1888","1987"
"PELEE ISLAND A","ONTARIO","41.78","-82.68","174.00","6136336","","","1989","1994","","","1989","1994","1989","1994"
"PELEE ISLAND U OF W","ONTARIO","41.78","-82.68","174.00","6136339","","","1974","1978","","","1974","1978","1974","1978"
"PELICAN MOUNTAIN LO","ALBERTA","55.62","-113.57","914.40","3065160","","","1952","1976","","","1952","1976","1952","1976"
"PELLETIER CREEK","ALBERTA","49.67","-114.48","1646.00","305NJ61","","","1998","2007","","","1998","2007","1998","2007"
"PELLY","SASKATCHEWAN","52.08","-101.87","509.00","4086000","","","1951","2016","","","1951","2016","1951","2007"
"PELLY 2","SASKATCHEWAN","51.73","-101.90","499.00","4086001","","","1978","2019","","","1978","2019","1978","2007"
"PELLY BAY","NUNAVUT","68.43","-89.72","325.80","2303090","","WKE","1955","1992","1955","1992","1957","1992","1957","1992"
"PELLY BAY","NUNAVUT","68.44","-89.73","324.50","2303093","71918","WRF","1994","2022","1994","2022","1994","2022","2005","2007"
"PELLY ISLAND","NORTHWEST TERRITORIES","69.63","-135.44","17.00","2203095","71502","WND","1993","2022","1994","2022","1993","2022","2006","2006"
"PELLY RANCH","YUKON TERRITORY","62.83","-137.31","445.00","2100880","","","1898","2017","","","1898","2017","1951","2007"
"PEMBERTON AIRPORT (WIND)","BRITISH COLUMBIA","50.30","-122.74","203.00","1086081","","WPN","2007","2022","2007","2022","2018","2022","",""
"PEMBERTON AIRPORT CS","BRITISH COLUMBIA","50.31","-122.73","204.30","1086082","71777","WGP","1984","2022","1988","2022","1984","2022","1984","2006"
"PEMBERTON AIRPORT CWS","BRITISH COLUMBIA","50.30","-122.74","204.30","1086085","","YPS","2010","2010","2010","2010","2010","2010","",""
"PEMBERTON BCFS","BRITISH COLUMBIA","50.32","-122.82","218.20","1086083","","","1969","1984","","","1969","1984","1969","1984"
"PEMBERTON HATCHERY","BRITISH COLUMBIA","50.33","-122.55","256.00","1116084","","","1908","1936","","","1908","1936","1908","1936"
"PEMBERTON MEADOWS","BRITISH COLUMBIA","50.45","-122.93","222.50","1086090","","","1912","1971","","","1912","1971","1912","1971"
"PEMBERTON MEADOWS 4NW","BRITISH COLUMBIA","50.47","-122.93","243.80","1086093","","","1975","1976","","","1975","1976","1975","1976"
"PEMBERTON WOLVERINE CR","BRITISH COLUMBIA","50.50","-122.98","271.00","1086098","","","1983","1984","","","1983","1984","1983","1984"
"PEMBINA CROSSING","MANITOBA","49.30","-98.42","472.40","5022068","","","1884","1903","","","1884","1903","1884","1902"
"PEMBROKE CLIMATE","ONTARIO","45.86","-77.25","161.00","6106367","71196","TPM","2010","2022","2010","2022","2010","2022","",""
"PEMBROKE EDDY MATCH","ONTARIO","45.83","-77.15","125.00","6106362","","","1866","1969","","","1866","1969","1866","1969"
"PEMBROKE FORESTRY STN","ONTARIO","45.80","-77.18","121.90","6106365","","","1926","1942","","","1926","1942","1926","1942"
"PEMBROKE SE","ONTARIO","45.75","-76.98","148.00","6106369","","","1999","2004","","","1999","2004","1999","2004"
"PEMUKAN","ALBERTA","51.98","-110.45","680.30","3015165","","","1926","1949","","","1926","1949","1926","1949"
"PENANCE TOWER","ALBERTA","58.38","-113.15","290.00","30751F7","","","1986","1990","","","1986","1990","1986","1990"
"PENDER HARBOUR","BRITISH COLUMBIA","49.63","-124.03","64.00","1046115","","","1961","2022","","","1961","2022","1961","2007"
"PENDER ISLAND","BRITISH COLUMBIA","48.77","-123.30","26.20","1016120","","","1924","1999","","","1924","1999","1924","1999"
"PENNANT","SASKATCHEWAN","50.53","-108.23","730.00","4026040","","","1922","1996","","","1922","1996","1922","1996"
"PENNASK LAKE LODGE","BRITISH COLUMBIA","50.00","-120.15","1420.40","1126135","","","1970","1972","","","1970","1972","1970","1972"
"PENNFIELD","NEW BRUNSWICK","45.10","-66.73","22.90","8103845","","","1961","2003","","","1961","2003","1961","2003"
"PENNFIELD RIDGE A","NEW BRUNSWICK","45.13","-66.68","73.20","8103850","","","1941","1951","","","1941","1951","1941","1951"
"PENOBSQUIS","NEW BRUNSWICK","45.78","-65.38","44.20","8103860","","","1961","1974","","","1961","1974","1961","1974"
"PENSE","SASKATCHEWAN","50.42","-105.00","576.70","4016080","","","1894","1959","","","1894","1959","1894","1959"
"PENTECOTE","QUEBEC","49.73","-67.17","15.00","7045910","","","1971","2004","","","1971","2004","1971","2004"
"PENTICTON","BRITISH COLUMBIA","49.48","-119.58","347.50","1126145","","","1907","1965","","","1907","1965","1907","1965"
"PENTICTON A","BRITISH COLUMBIA","49.46","-119.60","344.40","1126150","71889","YYF","1941","2012","1953","2012","1941","2012","1941","2012"
"PENTICTON A","BRITISH COLUMBIA","49.46","-119.60","344.40","1126146","71889","YYF","2012","2022","2012","2022","2012","2022","",""
"PENTICTON SEWAGE PLANT","BRITISH COLUMBIA","49.50","-119.60","344.10","1126160","","","1954","1969","","","1954","1969","1954","1969"
"PENTZ","NOVA SCOTIA","44.30","-64.38","14.90","8204405","","","1978","1981","","","1978","1981","1978","1981"
"PENZANCE","SASKATCHEWAN","51.08","-105.43","502.90","4016081","","","1976","1980","","","1976","1980","1976","1980"
"PEORIA AGDM","ALBERTA","55.62","-118.29","621.20","3075160","71348","XPA","1994","2022","1994","2022","2002","2022","2002","2007"
"PERBECK","ALBERTA","51.97","-113.08","868.70","3025170","","","1913","1938","","","1913","1938","1913","1938"
"PERCE","QUEBEC","48.52","-64.20","87.80","7055920","","","1896","1951","","","1896","1951","1896","1951"
"PERCH LAKE MAIN IHD","ONTARIO","46.07","-77.63","167.60","6106378","","","1967","1967","","","1967","1967","1967","1967"
"PERIBONCA","QUEBEC","48.77","-72.03","103.00","7065960","","","1951","2018","","","1951","2018","1951","2016"
"PERKINS","QUEBEC","45.60","-75.62","152.40","7036000","","","1911","1991","","","1911","1991","1911","1991"
"PERRY SIDING","BRITISH COLUMBIA","49.67","-117.48","518.20","1146168","","","1913","1939","","","1913","1939","1913","1939"
"PERTH","ONTARIO","44.88","-76.20","133.20","610F3Q0","","","1989","1989","","","1989","1989","1989","1989"
"PERTH","ONTARIO","44.92","-76.28","145.00","610FLPR","","","1986","1987","","","1986","1987","1986","1987"
"PERTH ONTARIO HYDRO","ONTARIO","44.92","-76.27","134.10","6106385","","","1982","1983","","","1982","1983","1982","1983"
"PESHU LAKE","ONTARIO","46.62","-83.17","","6056389","","","1950","1955","","","1950","1955","1950","1955"
"PETAWAWA A","ONTARIO","45.95","-77.32","130.10","6106398","71625","YWA","1969","2022","1969","2022","1970","2008","1971","2006"
"PETAWAWA AWOS 2","ONTARIO","45.95","-77.32","130.10","6106396","71625","YWA","2008","2022","2008","2022","2008","2022","",""
"PETAWAWA HOFFMAN","ONTARIO","45.88","-77.25","153.00","610FC98","","","1993","2022","","","1993","2022","1993","2006"
"PETAWAWA NAT FORESTRY","ONTARIO","45.98","-77.43","183.00","6106400","","","1931","1999","","","1931","1999","1931","1996"
"PETERBOROUGH","ONTARIO","44.28","-78.32","193.50","6166416","","","1866","1970","","","1866","1970","1866","1970"
"PETERBOROUGH A","ONTARIO","44.23","-78.36","191.40","6166415","71436","YPQ","2010","2022","2010","2022","2010","2022","",""
"PETERBOROUGH A","ONTARIO","44.23","-78.37","191.40","6166418","","","1969","2007","1969","2005","1969","2007","1969","2006"
"PETERBOROUGH AWOS","ONTARIO","44.23","-78.37","191.40","6166420","","","2004","2010","2004","2010","2004","2010","2004","2006"
"PETERBOROUGH CHEX","ONTARIO","44.33","-78.30","243.80","6166425","","","1960","1961","","","1960","1961","1960","1961"
"PETERBOROUGH DOBBIN TS","ONTARIO","44.32","-78.40","243.80","6166428","","","1965","1994","","","1965","1994","1965","1994"
"PETERBOROUGH ONT HYDRO","ONTARIO","44.33","-78.32","207.30","6166443","","","1949","1965","","","1949","1965","1949","1965"
"PETERBOROUGH STP","ONTARIO","44.28","-78.32","192.00","6166450","","","1964","1993","","","1964","1993","1964","1993"
"PETERBOROUGH TORRANCE","ONTARIO","44.23","-78.32","655.00","6166452","","","1990","2000","","","1990","2000","1990","2000"
"PETERBOROUGH TRENT U","ONTARIO","44.35","-78.30","216.00","6166456","71672","TPQ","2005","2022","2005","2022","2005","2022","2006","2006"
"PETERBOROUGH TRENT U","ONTARIO","44.37","-78.30","198.10","6166455","","","1968","2012","","","1968","2012","1968","2006"
